;------------------------------------------------------------
;	顔絵
;------------------------------------------------------------
;・ファイルネームはキャラIDに合わせる
;・デフォ設定 width180 height180
;サイズ変える場合は全てリサイズしないとズレます
;フォントの10倍以上で揃える
;縮小には耐えられますが拡大はやめたほうがいいかと

;・キャラ毎に1枚画像ファイルに収める
;服装違いをｙ軸、表情差分をｘ軸に増設
;・リソース定義規則
;顔絵の種類(ファイル名違い)_服装(Yの段落振り)_表情(Xの段落振り)_キャラID_差分
;種類	立ち絵、顔絵
;服装	体形、服、裸、特殊服装
;表情	通常、笑顔、怒り、オナニー、愛撫、性交
;エフェクト 照れ、吐息、汗
;差分   エフェクトを共有しない画像

;リソース名,元ファイル名,x,y,width,height
顔絵_服_怒り_4,4_顔.webp,360,0,180,180
顔絵_服_発情_4,4_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_4,4_顔.webp,0,180,180,180
顔絵_裸_笑顔_4,4_顔.webp,180,180,180,180
顔絵_裸_怒り_4,4_顔.webp,360,180,180,180
顔絵_裸_発情_4,4_顔.webp,900,180,180,180
顔絵_裸_オナニー_4,4_顔.webp,720,180,180,180
顔絵_裸_愛撫_4,4_顔.webp,0,360,180,180
顔絵_裸_性交_4,4_顔.webp,180,360,180,180
;エフェクト
顔絵_照れ_4,4_顔.webp,540,0,180,180
顔絵_裸照れ_4,4_顔.webp,540,180,180,180
顔絵_裸吐息_4,4_顔.webp,360,360,180,180
顔絵_裸汗_4,4_顔.webp,540,360,180,180
;差分

;------------------------------------------------------------
;5_サニー
;------------------------------------------------------------
;服
顔絵_服_通常_5,5_顔.webp,0,0,180,180
顔絵_服_笑顔_5,5_顔.webp,180,0,180,180
顔絵_服_怒り_5,5_顔.webp,360,0,180,180
顔絵_服_発情_5,5_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_5,5_顔.webp,0,180,180,180
顔絵_裸_笑顔_5,5_顔.webp,180,180,180,180
顔絵_裸_怒り_5,5_顔.webp,360,180,180,180
顔絵_裸_発情_5,5_顔.webp,900,180,180,180
顔絵_裸_オナニー_5,5_顔.webp,720,180,180,180
顔絵_裸_愛撫_5,5_顔.webp,0,540,180,180
顔絵_裸_性交_5,5_顔.webp,180,540,180,180
;体形拆分
顔絵_裸_巨乳拆分_5,5_巨.webp,0,0,180,180
;特殊服装
顔絵_服_夏服_通常_5,5_顔.webp,0,360,180,180
顔絵_服_夏服_笑顔_5,5_顔.webp,180,360,180,180
顔絵_服_夏服_怒り_5,5_顔.webp,360,360,180,180
顔絵_服_夏服_発情_5,5_顔.webp,900,360,180,180
;エフェクト
顔絵_照れ_5,5_顔.webp,540,0,180,180
顔絵_吐息_5,5_顔.webp,360,540,180,180
顔絵_汗_5,5_顔.webp,540,540,180,180
;差分

;------------------------------------------------------------
;6_ルナ
;------------------------------------------------------------
;服
顔絵_服_通常_6,6_顔.webp,0,0,180,180
顔絵_服_笑顔_6,6_顔.webp,180,0,180,180
顔絵_服_怒り_6,6_顔.webp,360,0,180,180
顔絵_服_発情_6,6_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_6,6_顔.webp,0,180,180,180
顔絵_裸_笑顔_6,6_顔.webp,180,180,180,180
顔絵_裸_怒り_6,6_顔.webp,360,180,180,180
顔絵_裸_発情_6,6_顔.webp,900,180,180,180
顔絵_裸_オナニー_6,6_顔.webp,720,180,180,180
顔絵_裸_愛撫_6,6_顔.webp,0,540,180,180
顔絵_裸_性交_6,6_顔.webp,180,540,180,180
;体形拆分
顔絵_服_巨乳拆分_6,6_巨.webp,0,0,180,180
顔絵_裸_巨乳拆分_6,6_巨.webp,0,180,180,180
顔絵_裸_オナニー_巨乳拆分_6,6_巨.webp,0,360,180,180

;特殊服装
顔絵_服_夏服_通常_6,6_顔.webp,0,360,180,180
顔絵_服_夏服_笑顔_6,6_顔.webp,180,360,180,180
顔絵_服_夏服_怒り_6,6_顔.webp,360,360,180,180
顔絵_服_夏服_発情_6,6_顔.webp,900,360,180,180
;エフェクト
顔絵_照れ_6,6_顔.webp,540,0,180,180
顔絵_裸照れ_6,6_顔.webp,540,180,180,180
;顔絵_特殊照れ_6,6_顔.webp,540,360,180,180
顔絵_裸吐息_6,6_顔.webp,360,540,180,180
顔絵_裸汗_6,6_顔.webp,540,540,180,180
;差分

;------------------------------------------------------------
;7_スター
;------------------------------------------------------------
;服
顔絵_服_通常_7,7_顔.webp,0,0,180,180
顔絵_服_笑顔_7,7_顔.webp,180,0,180,180
顔絵_服_怒り_7,7_顔.webp,360,0,180,180
顔絵_服_発情_7,7_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_7,7_顔.webp,0,180,180,180
顔絵_裸_笑顔_7,7_顔.webp,180,180,180,180
顔絵_裸_怒り_7,7_顔.webp,360,180,180,180
顔絵_裸_発情_7,7_顔.webp,900,180,180,180
顔絵_裸_オナニー_7,7_顔.webp,720,180,180,180
顔絵_裸_愛撫_7,7_顔.webp,0,540,180,180
顔絵_裸_性交_7,7_顔.webp,180,540,180,180
;特殊服装
顔絵_服_夏服_通常_7,7_顔.webp,0,360,180,180
顔絵_服_夏服_笑顔_7,7_顔.webp,180,360,180,180
顔絵_服_夏服_怒り_7,7_顔.webp,360,360,180,180
顔絵_服_夏服_発情_7,7_顔.webp,900,360,180,180
;エフェクト
顔絵_照れ_7,7_顔.webp,540,0,180,180
顔絵_吐息_7,7_顔.webp,360,540,180,180
顔絵_汗_7,7_顔.webp,540,540,180,180
;差分

;------------------------------------------------------------
;7_ちゆり
;------------------------------------------------------------
;服
顔絵_服_通常_8,8_顔.webp,0,0,180,180
顔絵_服_笑顔_8,8_顔.webp,180,0,180,180
顔絵_服_怒り_8,8_顔.webp,360,0,180,180
顔絵_服_発情_8,8_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_8,8_顔.webp,0,180,180,180
顔絵_裸_笑顔_8,8_顔.webp,180,180,180,180
顔絵_裸_怒り_8,8_顔.webp,360,180,180,180
顔絵_裸_発情_8,8_顔.webp,900,180,180,180
顔絵_裸_オナニー_8,8_顔.webp,720,180,180,180
顔絵_裸_愛撫_8,8_顔.webp,0,360,180,180
顔絵_裸_性交_8,8_顔.webp,180,360,180,180
;体形拆分
顔絵_裸_巨乳拆分_8,8_巨.webp,0,0,180,180
;エフェクト
顔絵_照れ_8,8_顔.webp,540,0,180,180
顔絵_裸照れ_8,8_顔.webp,540,180,180,180
顔絵_裸吐息_8,8_顔.webp,360,360,180,180
顔絵_裸汗_8,8_顔.webp,540,360,180,180
;差分

;------------------------------------------------------------
;9_夢美
;------------------------------------------------------------
;服
顔絵_服_通常_9,9_顔.webp,0,0,180,180
顔絵_服_笑顔_9,9_顔.webp,180,0,180,180
顔絵_服_怒り_9,9_顔.webp,360,0,180,180
顔絵_服_発情_9,9_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_9,9_顔.webp,0,180,180,180
顔絵_裸_笑顔_9,9_顔.webp,180,180,180,180
顔絵_裸_怒り_9,9_顔.webp,360,180,180,180
顔絵_裸_発情_9,9_顔.webp,900,180,180,180
顔絵_裸_オナニー_9,9_顔.webp,900,540,180,180
顔絵_裸_愛撫_9,9_顔.webp,0,360,180,180
顔絵_裸_性交_9,9_顔.webp,180,360,180,180
;体形差分
顔絵_巨乳服_通常_9,9_巨.webp,0,0,180,180
顔絵_巨乳服_笑顔_9,9_巨.webp,180,0,180,180
顔絵_巨乳服_怒り_9,9_巨.webp,360,0,180,180
顔絵_巨乳服_発情_9,9_巨.webp,900,0,180,180
顔絵_巨乳裸_通常_9,9_巨.webp,0,180,180,180
顔絵_巨乳裸_笑顔_9,9_巨.webp,180,180,180,180
顔絵_巨乳裸_怒り_9,9_巨.webp,360,180,180,180
顔絵_巨乳裸_発情_9,9_巨.webp,900,180,180,180
顔絵_巨乳裸_オナニー_9,9_顔.webp,900,360,180,180
顔絵_巨乳裸_愛撫_9,9_巨.webp,0,360,180,180
顔絵_巨乳裸_性交_9,9_巨.webp,180,360,180,180
;エフェクト
顔絵_照れ_9,9_顔.webp,540,0,180,180
顔絵_吐息_9,9_顔.webp,360,360,180,180
顔絵_汗_9,9_顔.webp,540,360,180,180
顔絵_顔射_9,9_顔.webp,720,360,180,180
顔絵_口射_9,9_顔.webp,720,540,180,180
;差分
;【記載】:差分名称,ファイル名,X座標始点,Y座標始点,辺の長さ1,辺の長さ2(長さ1,2は正方形で同値)
顔絵_服_下着のみ_通常_9,9_顔.webp,0,540,180,180
顔絵_服_下着のみ_笑顔_9,9_顔.webp,180,540,180,180
顔絵_服_下着のみ_怒り_9,9_顔.webp,360,540,180,180
顔絵_服_半脱ぎ_通常_9,9_顔.webp,0,720,180,180
顔絵_服_半脱ぎ_笑顔_9,9_顔.webp,180,720,180,180
顔絵_服_半脱ぎ_怒り_9,9_顔.webp,360,720,180,180
顔絵_服_セーラー_通常_9,9_顔.webp,0,900,180,180
顔絵_服_セーラー_笑顔_9,9_顔.webp,180,900,180,180
顔絵_服_セーラー_怒り_9,9_顔.webp,360,900,180,180
顔絵_服_地獄Ｔシャツ_通常_9,9_顔.webp,0,1080,180,180
顔絵_服_地獄Ｔシャツ_笑顔_9,9_顔.webp,180,1080,180,180
顔絵_服_地獄Ｔシャツ_怒り_9,9_顔.webp,360,1080,180,180
顔絵_服_地獄Ｔシャツ_半脱ぎ_通常_9,9_顔.webp,0,1260,180,180
顔絵_服_地獄Ｔシャツ_半脱ぎ_笑顔_9,9_顔.webp,180,1260,180,180
顔絵_服_地獄Ｔシャツ_半脱ぎ_怒り_9,9_顔.webp,360,1260,180,180
顔絵_服_バニー_通常_9,9_顔.webp,0,1440,180,180
顔絵_服_バニー_笑顔_9,9_顔.webp,180,1440,180,180
顔絵_服_バニー_怒り_9,9_顔.webp,360,1440,180,180

;------------------------------------------------------------
;10_萃香
;------------------------------------------------------------
;服
顔絵_服_通常_10,10_顔.webp,0,0,180,180
顔絵_服_笑顔_10,10_顔.webp,180,0,180,180
顔絵_服_怒り_10,10_顔.webp,360,0,180,180
顔絵_服_発情_10,10_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_10,10_顔.webp,0,180,180,180
顔絵_裸_笑顔_10,10_顔.webp,180,180,180,180
顔絵_裸_怒り_10,10_顔.webp,360,180,180,180
顔絵_裸_発情_10,10_顔.webp,900,180,180,180
顔絵_裸_オナニー_10,10_顔.webp,720,180,180,180
顔絵_裸_愛撫_10,10_顔.webp,0,360,180,180
顔絵_裸_性交_10,10_顔.webp,180,360,180,180
;体形拆分
顔絵_服_並乳拆分_10,10_並.webp,0,0,180,180
顔絵_裸_並乳拆分_10,10_並.webp,0,180,180,180
顔絵_服_発情_並乳拆分_10,10_並.webp,0,360,180,180
顔絵_裸_発情_並乳拆分_10,10_並.webp,0,540,180,180
;エフェクト
顔絵_照れ_10,10_顔.webp,540,0,180,180
顔絵_吐息_10,10_顔.webp,360,360,180,180
顔絵_汗_10,10_顔.webp,540,360,180,180
;差分

;------------------------------------------------------------
;11_魔理沙
;------------------------------------------------------------
;服
顔絵_服_通常_11,11_顔.webp,0,0,180,180
顔絵_服_笑顔_11,11_顔.webp,180,0,180,180
顔絵_服_怒り_11,11_顔.webp,360,0,180,180
顔絵_服_発情_11,11_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_11,11_顔.webp,0,180,180,180
顔絵_裸_笑顔_11,11_顔.webp,180,180,180,180
顔絵_裸_怒り_11,11_顔.webp,360,180,180,180
顔絵_裸_発情_11,11_顔.webp,900,180,180,180
顔絵_裸_オナニー_11,11_顔.webp,720,180,180,180
顔絵_裸_愛撫_11,11_顔.webp,0,540,180,180
顔絵_裸_性交_11,11_顔.webp,180,540,180,180
;体形拆分
顔絵_服_並乳拆分_11,11_並.webp,0,0,180,180
顔絵_裸_並乳拆分_11,11_並.webp,0,180,180,180
;特殊服装
顔絵_服_日替わり_通常_11,11_顔.webp,0,360,180,180
顔絵_服_日替わり_笑顔_11,11_顔.webp,180,360,180,180
顔絵_服_日替わり_怒り_11,11_顔.webp,360,360,180,180
顔絵_服_日替わり_発情_11,11_顔.webp,900,360,180,180
顔絵_服_日替わり_並乳拆分_11,11_並.webp,0,360,180,180
;エフェクト
顔絵_照れ_11,11_顔.webp,540,0,180,180
顔絵_裸照れ_11,11_顔.webp,540,180,180,180
顔絵_吐息_11,11_顔.webp,360,540,180,180
顔絵_汗_11,11_顔.webp,540,540,180,180
;差分
顔絵_服_通常_11_冬服,11_顔_2.webp,0,0,180,180
顔絵_服_笑顔_11_冬服,11_顔_2.webp,180,0,180,180
顔絵_服_怒り_11_冬服,11_顔_2.webp,360,0,180,180
顔絵_服_発情_11_冬服,11_顔_2.webp,900,0,180,180
顔絵_裸_通常_11_冬服,11_顔_2.webp,0,180,180,180
顔絵_裸_笑顔_11_冬服,11_顔_2.webp,180,180,180,180
顔絵_裸_怒り_11_冬服,11_顔_2.webp,360,180,180,180
顔絵_裸_発情_11_冬服,11_顔_2.webp,900,180,180,180
顔絵_裸_オナニー_11_冬服,11_顔_2.webp,720,180,180,180
顔絵_裸_愛撫_11_冬服,11_顔_2.webp,0,360,180,180
顔絵_裸_性交_11_冬服,11_顔_2.webp,180,360,180,180
顔絵_服_並乳拆分_11_冬服,11_並.webp,180,0,180,180
顔絵_裸_並乳拆分_11_冬服,11_並.webp,180,180,180,180
顔絵_照れ_11_冬服,11_顔_2.webp,540,0,180,180
顔絵_吐息_11_冬服,11_顔_2.webp,360,360,180,180
顔絵_汗_11_冬服,11_顔_2.webp,540,360,180,180

;------------------------------------------------------------
;12_ルーミア
;------------------------------------------------------------
;服
顔絵_服_通常_12,12_顔.webp,0,0,180,180
顔絵_服_笑顔_12,12_顔.webp,180,0,180,180
顔絵_服_怒り_12,12_顔.webp,360,0,180,180
顔絵_服_発情_12,12_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_12,12_顔.webp,0,180,180,180
顔絵_裸_笑顔_12,12_顔.webp,180,180,180,180
顔絵_裸_怒り_12,12_顔.webp,360,180,180,180
顔絵_裸_発情_12,12_顔.webp,900,180,180,180
顔絵_裸_オナニー_12,12_顔.webp,720,180,180,180
顔絵_裸_愛撫_12,12_顔.webp,0,360,180,180
顔絵_裸_性交_12,12_顔.webp,180,360,180,180
;体形拆分
顔絵_服_巨乳拆分_12,12_巨.webp,0,0,180,180
顔絵_裸_巨乳拆分_12,12_巨.webp,0,180,180,180
顔絵_服_発情_巨乳拆分_12,12_巨.webp,0,360,180,180
顔絵_裸_発情_巨乳拆分_12,12_巨.webp,0,540,180,180
;エフェクト
顔絵_照れ_12,12_顔.webp,540,0,180,180
顔絵_裸照れ_12,12_顔.webp,540,180,180,180
顔絵_裸吐息_12,12_顔.webp,360,360,180,180
顔絵_裸汗_12,12_顔.webp,540,360,180,180
;差分

;------------------------------------------------------------
;13_大妖精
;------------------------------------------------------------
;服
顔絵_服_通常_13,13_顔.webp,0,0,180,180
顔絵_服_笑顔_13,13_顔.webp,180,0,180,180
顔絵_服_怒り_13,13_顔.webp,360,0,180,180
顔絵_服_発情_13,13_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_13,13_顔.webp,0,180,180,180
顔絵_裸_笑顔_13,13_顔.webp,180,180,180,180
顔絵_裸_怒り_13,13_顔.webp,360,180,180,180
顔絵_裸_発情_13,13_顔.webp,900,180,180,180
顔絵_裸_オナニー_13,13_顔.webp,720,180,180,180
顔絵_裸_愛撫_13,13_顔.webp,0,360,180,180
顔絵_裸_性交_13,13_顔.webp,180,360,180,180
;体形拆分
顔絵_服_巨乳拆分_13,13_巨.webp,0,0,180,180
顔絵_裸_巨乳拆分_13,13_巨.webp,0,180,180,180
顔絵_服_爆乳拆分_13,13_爆.webp,0,0,180,180
顔絵_裸_爆乳拆分_13,13_爆.webp,0,180,180,180
;エフェクト
顔絵_照れ_13,13_顔.webp,540,0,180,180
顔絵_吐息_13,13_顔.webp,360,360,180,180
顔絵_汗_13,13_顔.webp,540,360,180,180
;差分

;------------------------------------------------------------
;14_チルノ
;------------------------------------------------------------
;服
顔絵_服_通常_14,14_顔.webp,0,0,180,180
顔絵_服_笑顔_14,14_顔.webp,180,0,180,180
顔絵_服_怒り_14,14_顔.webp,360,0,180,180
顔絵_服_発情_14,14_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_14,14_顔.webp,0,180,180,180
顔絵_裸_笑顔_14,14_顔.webp,180,180,180,180
顔絵_裸_怒り_14,14_顔.webp,360,180,180,180
顔絵_裸_発情_14,14_顔.webp,900,180,180,180
顔絵_裸_オナニー_14,14_顔.webp,720,180,180,180
顔絵_裸_愛撫_14,14_顔.webp,0,360,180,180
顔絵_裸_性交_14,14_顔.webp,180,360,180,180
;体形拆分
顔絵_裸_巨乳拆分_14,14_巨.webp,0,0,180,180
顔絵_服_爆乳拆分_14,14_爆.webp,0,0,180,180
顔絵_裸_爆乳拆分_14,14_爆.webp,0,180,180,180
;エフェクト
顔絵_照れ_14,14_顔.webp,540,0,180,180
顔絵_吐息_14,14_顔.webp,360,360,180,180
顔絵_汗_14,14_顔.webp,540,360,180,180
;差分

;------------------------------------------------------------
;15_咲夜
;------------------------------------------------------------
;服
顔絵_服_通常_15,15_顔.webp,0,0,180,180
顔絵_服_笑顔_15,15_顔.webp,180,0,180,180
顔絵_服_怒り_15,15_顔.webp,360,0,180,180
顔絵_服_発情_15,15_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_15,15_顔.webp,0,180,180,180
顔絵_裸_笑顔_15,15_顔.webp,180,180,180,180
顔絵_裸_怒り_15,15_顔.webp,360,180,180,180
顔絵_裸_発情_15,15_顔.webp,900,180,180,180
顔絵_裸_オナニー_15,15_顔.webp,720,180,180,180
顔絵_裸_愛撫_15,15_顔.webp,0,360,180,180
顔絵_裸_性交_15,15_顔.webp,180,360,180,180
;体形拆分
顔絵_服_巨乳拆分_15,15_巨.webp,0,0,180,180
顔絵_服_怒り_巨乳拆分_15,15_巨.webp,0,180,180,180
顔絵_裸_巨乳拆分_15,15_巨.webp,0,360,180,180
顔絵_裸_怒り_巨乳拆分_15,15_巨.webp,0,540,180,180
顔絵_裸_オナニー_巨乳拆分_15,15_巨.webp,0,720,180,180
;エフェクト
顔絵_照れ_15,15_顔.webp,540,0,180,180
顔絵_吐息_15,15_顔.webp,360,360,180,180
顔絵_汗_15,15_顔.webp,540,360,180,180
;差分
顔絵_服_通常_15_人里,15_顔_1.webp,0,0,180,180
顔絵_服_笑顔_15_人里,15_顔_1.webp,180,0,180,180
顔絵_服_怒り_15_人里,15_顔_1.webp,360,0,180,180
顔絵_裸_通常_15_人里,15_顔_1.webp,0,180,180,180
顔絵_裸_笑顔_15_人里,15_顔_1.webp,180,180,180,180
顔絵_裸_怒り_15_人里,15_顔_1.webp,360,180,180,180
顔絵_照れ_15_人里,15_顔_1.webp,540,0,180,180

;------------------------------------------------------------
;16_レミリア
;------------------------------------------------------------
;服
顔絵_服_通常_16,16_顔.webp,0,0,180,180
顔絵_服_笑顔_16,16_顔.webp,180,0,180,180
顔絵_服_怒り_16,16_顔.webp,360,0,180,180
顔絵_服_発情_16,16_顔.webp,900,0,180,180
;裸
顔絵_裸_通常_16,16_顔.webp,0,180,180,180
顔絵_裸_笑顔_16,16_顔.webp,180,180,180,180
顔絵_裸_怒り_16,16_顔.webp,360,180,180,180
顔絵_裸_発情_16,16_顔.webp,900,180,180,180
顔絵_裸_オナニー_16,16_顔.webp,720,180,180,180
顔絵_裸_愛撫_16,16_顔.webp,0,360,180,180
顔絵_裸_性交_16,16_顔.webp,180,360,180,180
;エフェクト
顔絵_照れ_16,16_顔.webp,540,0,180,180
顔絵_裸照れ_16,16_顔.webp,540,180,180,180
顔絵_裸吐息_16,16_顔.webp,360,360,180,180
顔絵_裸汗_16,16_顔.webp,540,360,180,180
;差分
顔絵_服_通常_16_ブレイク,16_顔_1.webp,0,0,180,180
顔絵_服_笑顔_16_ブレイク,16_顔_1.webp,180,0,180,180
顔絵_服_怒り_16_ブレイク,16_顔_1.webp,360,0,180,180
顔絵_服_発情_16_ブレイク,16_顔_1.webp,900,0,180,180
顔絵_裸_通常_16_ブレイク,16_顔_1.webp,0,180,180,180
顔絵_裸_笑顔_16_ブレイク,16_顔_1.webp,180,180,180,180
顔絵_裸_怒り_16_ブレイク,16_顔_1.webp,360,180,180,180
顔絵_裸_発情_16_ブレイク,16_顔_1.webp,900,180,180,180
顔絵_照れ_16_ブレイク,16_顔_1.webp,540,0,180,180
顔絵_裸照れ_16_ブレイク,16_顔_1.webp,540,180,180,180

;------------------------------------------------------------
;17_アリス
;------------------------------------------------------------
;服
顔絵_服_通常_17,17_顔.webp,0,0,180,180
顔絵_服_笑顔_17,17_顔.webp,180,0,180,180
顔絵_服_怒り_17,17_顔.webp,360,0,180,180
顔絵_服_発情_17,17_顔.webp,900,0,180,180
;裸
